Make,Model,Year,MSRP,Body Size,Body Style,Cylinders,Engine Aspiration,Drivetrain,Transmission,Horsepower,Torque
Audi,Q5 Sportback,2024,55400.0,Midsize,SUV,I4,Turbocharged,AWD,automatic,261.0,273.0
Audi,Q5 Sportback,2024,52200.0,Midsize,SUV,I4,Turbocharged,AWD,automatic,261.0,273.0
Audi,Q5 Sportback,2024,60400.0,Midsize,SUV,I4,Turbocharged,AWD,automatic,261.0,273.0
Audi,Q7,2024,59500.0,Large,SUV,I4,Turbocharged,AWD,automatic,261.0,273.0
Audi,Q7,2024,65300.0,Large,SUV,V6,Turbocharged,AWD,automatic,335.0,369.0
Audi,Q7,2024,63300.0,Large,SUV,I4,Turbocharged,AWD,automatic,261.0,273.0
Audi,Q7,2024,69100.0,Large,SUV,V6,Turbocharged,AWD,automatic,335.0,369.0
Audi,Q7,2024,75100.0,Large,SUV,V6,Turbocharged,AWD,automatic,335.0,369.0
Audi,Q8,2024,73700.0,Large,SUV,V6,Turbocharged,AWD,automatic,335.0,369.0
Audi,Q8,2024,77800.0,Large,SUV,V6,Turbocharged,AWD,automatic,335.0,369.0
Audi,Q8,2024,81800.0,Large,SUV,V6,Turbocharged,AWD,automatic,335.0,369.0
Audi,Q8 Sportback e-tron,2024,82200.0,Midsize,SUV,,Electric Motor,AWD,automatic,402.0,
Audi,Q8 Sportback e-tron,2024,77800.0,Midsize,SUV,,Electric Motor,AWD,automatic,402.0,
Audi,Q8 Sportback e-tron,2024,88200.0,Midsize,SUV,,Electric Motor,AWD,automatic,402.0,
Audi,Q8 e-tron,2024,74400.0,Midsize,SUV,,Electric Motor,AWD,automatic,402.0,
Audi,Q8 e-tron,2024,78800.0,Midsize,SUV,,Electric Motor,AWD,automatic,402.0,
Audi,Q8 e-tron,2024,84800.0,Midsize,SUV,,Electric Motor,AWD,automatic,402.0,
Audi,RS 3,2024,62300.0,Compact,Sedan,I5,Turbocharged,AWD,automatic,401.0,369.0
Audi,RS 5,2024,79600.0,Midsize,Coupe,V6,Twin-Turbo,AWD,automatic,444.0,442.0
