Make,Model,Year,Body Size,Body Style,Cylinders,Engine Aspiration,Drivetrain,Transmission,Horsepower,Torque,MSRP,common_range,mid_high_range,luxury_range,extreme_range
Ford,Mustang Mach-E,2024,Midsize,Hatchback,V6,Electric Motor,AWD,automatic,311.0,427.0,45245.0,1,0,0,0
Ford,Mustang Mach-E,2024,Midsize,Hatchback,V8,Electric Motor,AWD,automatic,480.0,634.0,53995.0,1,0,0,0
Ford,Ranger,2023,Compact,Pickup Truck,I4,Turbocharged,4WD,automatic,270.0,310.0,35925.0,1,0,0,0
Ford,Ranger,2023,Compact,Pickup Truck,I4,Turbocharged,RWD,automatic,270.0,310.0,32440.0,1,0,0,0
Ford,Ranger,2024,Compact,Pickup Truck,I4,Turbocharged,4WD,automatic,270.0,310.0,39595.0,1,0,0,0
Ford,Ranger,2024,Compact,Pickup Truck,I4,Turbocharged,RWD,automatic,270.0,310.0,36110.0,1,0,0,0
Ford,Ranger,2024,Compact,Pickup Truck,V6,Twin-Turbo,4WD,automatic,405.0,430.0,55470.0,1,0,0,0
Ford,Transit Cargo Van,2023,Large,Cargo Van,V6,Naturally Aspirated,AWD,automatic,275.0,260.0,50802.5,1,0,0,0
Ford,Transit Cargo Van,2023,Large,Cargo Van,V6,Naturally Aspirated,RWD,automatic,275.0,260.0,46255.0,1,0,0,0
Ford,Transit Cargo Van,2023,Large,Cargo Van,V6,Twin-Turbo,AWD,automatic,310.0,400.0,57637.5,1,0,0,0
Ford,Transit Cargo Van,2023,Large,Cargo Van,V6,Twin-Turbo,RWD,automatic,310.0,400.0,52575.0,1,0,0,0
Ford,Transit Cargo Van,2023,Midsize,Cargo Van,V6,Naturally Aspirated,AWD,automatic,275.0,260.0,47600.0,1,0,0,0
Ford,Transit Cargo Van,2023,Midsize,Cargo Van,V6,Naturally Aspirated,RWD,automatic,275.0,260.0,42905.0,1,0,0,0
Ford,Transit Cargo Van,2024,Large,Cargo Van,V6,Naturally Aspirated,AWD,automatic,275.0,260.0,55625.0,1,0,0,0
Ford,Transit Cargo Van,2024,Large,Cargo Van,V6,Naturally Aspirated,RWD,automatic,275.0,260.0,51435.0,1,0,0,0
Ford,Transit Cargo Van,2024,Large,Cargo Van,V6,Twin-Turbo,AWD,automatic,310.0,400.0,61690.0,1,0,0,0
Ford,Transit Cargo Van,2024,Large,Cargo Van,V6,Twin-Turbo,RWD,automatic,310.0,400.0,56605.0,1,0,0,0
Ford,Transit Cargo Van,2024,Midsize,Cargo Van,V6,Naturally Aspirated,AWD,automatic,275.0,260.0,52035.0,1,0,0,0
Ford,Transit Cargo Van,2024,Midsize,Cargo Van,V6,Naturally Aspirated,RWD,automatic,275.0,260.0,47835.0,1,0,0,0
Ford,Transit Connect Cargo Van,2023,Compact,Cargo Minivan,I4,Naturally Aspirated,FWD,automatic,162.0,144.0,33877.5,1,0,0,0
Ford,Transit Connect Cargo Van,2023,Large,Cargo Minivan,I4,Naturally Aspirated,FWD,automatic,162.0,144.0,34877.5,1,0,0,0
Ford,Transit Connect Passenger Wagon,2023,Compact,Passenger Minivan,I4,Naturally Aspirated,FWD,automatic,162.0,144.0,36475.0,1,0,0,0
Ford,Transit Crew Van,2023,Large,Passenger Van,V6,Naturally Aspirated,AWD,automatic,275.0,260.0,52052.5,1,0,0,0
Ford,Transit Crew Van,2023,Large,Passenger Van,V6,Naturally Aspirated,RWD,automatic,275.0,260.0,47370.0,1,0,0,0
Ford,Transit Crew Van,2023,Large,Passenger Van,V6,Twin-Turbo,AWD,automatic,310.0,400.0,59085.0,1,0,0,0
Ford,Transit Crew Van,2023,Midsize,Passenger Van,V6,Naturally Aspirated,AWD,automatic,275.0,260.0,49965.0,1,0,0,0
Ford,Transit Crew Van,2023,Midsize,Passenger Van,V6,Naturally Aspirated,RWD,automatic,275.0,260.0,45265.0,1,0,0,0
Ford,Transit Passenger Van,2023,Large,Passenger Van,V6,Naturally Aspirated,AWD,automatic,275.0,260.0,56427.5,1,0,0,0
Ford,Transit Passenger Van,2023,Large,Passenger Van,V6,Naturally Aspirated,RWD,automatic,275.0,260.0,52267.5,1,0,0,0
Ford,Transit Passenger Van,2023,Large,Passenger Van,V6,Twin-Turbo,AWD,automatic,310.0,400.0,60152.5,1,0,0,0
Ford,Transit Passenger Van,2023,Midsize,Passenger Van,V6,Naturally Aspirated,AWD,automatic,275.0,260.0,54580.0,1,0,0,0
Ford,Transit Passenger Van,2023,Midsize,Passenger Van,V6,Naturally Aspirated,RWD,automatic,275.0,260.0,49885.0,1,0,0,0
Ford,Transit Passenger Van,2024,Large,Passenger Van,V6,Naturally Aspirated,AWD,automatic,275.0,260.0,59932.5,1,0,0,0
Ford,Transit Passenger Van,2024,Large,Passenger Van,V6,Naturally Aspirated,RWD,automatic,275.0,260.0,56260.0,1,0,0,0
Ford,Transit Passenger Van,2024,Large,Passenger Van,V6,Twin-Turbo,AWD,automatic,310.0,400.0,63295.0,1,0,0,0
Ford,Transit Passenger Van,2024,Midsize,Passenger Van,V6,Naturally Aspirated,AWD,automatic,275.0,260.0,59580.0,1,0,0,0
Ford,Transit Passenger Van,2024,Midsize,Passenger Van,V6,Naturally Aspirated,RWD,automatic,275.0,260.0,53620.0,1,0,0,0
Mercedes-Benz,AMG GT,2023,Large,Sedan,I6,Turbocharged,AWD,automatic,362.0,369.0,95900.0,1,0,0,0
Mercedes-Benz,AMG GT,2023,Large,Sedan,I6,Twincharged,AWD,automatic,429.0,384.0,106700.0,0,1,0,0
Mercedes-Benz,AMG GT,2023,Large,Sedan,V8,Twin-Turbo,AWD,automatic,577.0,590.0,149200.0,0,1,0,0
Mercedes-Benz,AMG GT,2023,Large,Sedan,V8,Twin-Turbo,AWD,automatic,630.0,664.0,170350.0,0,1,0,0
Mercedes-Benz,AMG GT,2024,Large,Sedan,I6,Turbocharged,AWD,automatic,362.0,369.0,98950.0,1,0,0,0
Mercedes-Benz,AMG GT,2024,Large,Sedan,I6,Twincharged,AWD,automatic,429.0,384.0,109450.0,0,1,0,0
Mercedes-Benz,AMG GT,2024,Large,Sedan,V8,Twin-Turbo,AWD,automatic,577.0,590.0,153350.0,0,1,0,0
Mercedes-Benz,AMG GT,2024,Large,Sedan,V8,Twin-Turbo,AWD,automatic,831.0,103.0,194900.0,0,0,1,0
Mercedes-Benz,AMG GT,2024,Midsize,Coupe,V8,Twin-Turbo,AWD,automatic,469.0,516.0,134900.0,0,1,0,0
Mercedes-Benz,AMG GT,2024,Midsize,Coupe,V8,Twin-Turbo,AWD,automatic,577.0,590.0,175900.0,0,1,0,0
Mercedes-Benz,C-Class,2023,Midsize,Convertible,I4,Turbocharged,AWD,automatic,255.0,273.0,59250.0,1,0,0,0
Mercedes-Benz,C-Class,2023,Midsize,Convertible,I4,Turbocharged,RWD,automatic,255.0,273.0,57250.0,1,0,0,0
Mercedes-Benz,C-Class,2023,Midsize,Convertible,V6,Twin-Turbo,AWD,automatic,385.0,384.0,69250.0,1,0,0,0
Mercedes-Benz,C-Class,2023,Midsize,Convertible,V8,Twin-Turbo,RWD,automatic,503.0,516.0,90000.0,1,0,0,0
Mercedes-Benz,C-Class,2023,Midsize,Coupe,I4,Turbocharged,AWD,automatic,255.0,273.0,51550.0,1,0,0,0
Mercedes-Benz,C-Class,2023,Midsize,Coupe,I4,Turbocharged,RWD,automatic,255.0,273.0,49550.0,1,0,0,0
Mercedes-Benz,C-Class,2023,Midsize,Coupe,V6,Twin-Turbo,AWD,automatic,385.0,384.0,62600.0,1,0,0,0
Mercedes-Benz,C-Class,2023,Midsize,Coupe,V8,Twin-Turbo,RWD,automatic,503.0,516.0,81850.0,1,0,0,0
Mercedes-Benz,C-Class,2023,Midsize,Sedan,I4,Turbocharged,AWD,automatic,255.0,295.0,46850.0,1,0,0,0
Mercedes-Benz,C-Class,2023,Midsize,Sedan,I4,Turbocharged,AWD,automatic,402.0,369.0,59900.0,1,0,0,0
Mercedes-Benz,C-Class,2023,Midsize,Sedan,I4,Turbocharged,RWD,automatic,255.0,295.0,44850.0,1,0,0,0
Mercedes-Benz,C-Class,2024,Midsize,Sedan,I4,Turbocharged,AWD,automatic,255.0,295.0,48950.0,1,0,0,0
Mercedes-Benz,C-Class,2024,Midsize,Sedan,I4,Turbocharged,AWD,automatic,402.0,369.0,60700.0,1,0,0,0
Mercedes-Benz,C-Class,2024,Midsize,Sedan,I4,Turbocharged,AWD,automatic,671.0,752.0,83900.0,1,0,0,0
Mercedes-Benz,C-Class,2024,Midsize,Sedan,I4,Turbocharged,RWD,automatic,255.0,295.0,46950.0,1,0,0,0
Mercedes-Benz,CLA-Class,2023,Midsize,Sedan,I4,Turbocharged,AWD,automatic,221.0,258.0,41350.0,1,0,0,0
Mercedes-Benz,CLA-Class,2023,Midsize,Sedan,I4,Turbocharged,AWD,automatic,302.0,295.0,49500.0,1,0,0,0
Mercedes-Benz,CLA-Class,2023,Midsize,Sedan,I4,Turbocharged,AWD,automatic,382.0,354.0,57800.0,1,0,0,0
Mercedes-Benz,CLA-Class,2023,Midsize,Sedan,I4,Turbocharged,FWD,automatic,221.0,258.0,39350.0,1,0,0,0
Mercedes-Benz,CLA-Class,2024,Midsize,Sedan,I4,Turbocharged,AWD,automatic,221.0,258.0,45200.0,1,0,0,0
Mercedes-Benz,CLA-Class,2024,Midsize,Sedan,I4,Turbocharged,AWD,automatic,302.0,295.0,54950.0,1,0,0,0
Mercedes-Benz,CLA-Class,2024,Midsize,Sedan,I4,Turbocharged,AWD,automatic,416.0,369.0,65400.0,1,0,0,0
Mercedes-Benz,CLA-Class,2024,Midsize,Sedan,I4,Turbocharged,FWD,automatic,221.0,258.0,43200.0,1,0,0,0
Mercedes-Benz,CLE,2024,Midsize,Convertible,I4,Turbocharged,AWD,automatic,255.0,295.0,64350.0,1,0,0,0
Mercedes-Benz,CLE,2024,Midsize,Convertible,I6,Turbocharged,AWD,automatic,375.0,369.0,73850.0,1,0,0,0
Mercedes-Benz,CLE,2024,Midsize,Coupe,I4,Turbocharged,AWD,automatic,255.0,295.0,56500.0,1,0,0,0
Mercedes-Benz,CLE,2024,Midsize,Coupe,I6,Turbocharged,AWD,automatic,375.0,369.0,65650.0,1,0,0,0
Mercedes-Benz,CLE,2024,Midsize,Coupe,I6,Twincharged,AWD,automatic,443.0,413.0,72800.0,1,0,0,0
Mercedes-Benz,CLS-Class,2023,Large,Sedan,I6,Turbocharged,AWD,automatic,362.0,369.0,76500.0,1,0,0,0
Mercedes-Benz,E-Class,2023,Large,Sedan,I4,Turbocharged,AWD,automatic,255.0,273.0,59250.0,1,0,0,0
Mercedes-Benz,E-Class,2023,Large,Sedan,I4,Turbocharged,RWD,automatic,255.0,273.0,56750.0,1,0,0,0
Mercedes-Benz,E-Class,2023,Large,Sedan,I6,Turbocharged,AWD,automatic,362.0,369.0,65550.0,1,0,0,0
Mercedes-Benz,E-Class,2023,Large,Sedan,I6,Twincharged,AWD,automatic,429.0,384.0,81300.0,1,0,0,0
Mercedes-Benz,E-Class,2023,Large,Sedan,V8,Twin-Turbo,AWD,automatic,603.0,627.0,112800.0,0,1,0,0
Mercedes-Benz,E-Class,2023,Large,Wagon,I6,Turbocharged,AWD,automatic,362.0,369.0,71250.0,1,0,0,0
Mercedes-Benz,E-Class,2023,Large,Wagon,V8,Twin-Turbo,AWD,automatic,603.0,627.0,121100.0,0,1,0,0
Mercedes-Benz,E-Class,2023,Midsize,Convertible,I6,Turbocharged,AWD,automatic,362.0,369.0,79550.0,1,0,0,0
Mercedes-Benz,E-Class,2023,Midsize,Convertible,I6,Turbocharged,RWD,automatic,362.0,369.0,76900.0,1,0,0,0
Mercedes-Benz,E-Class,2023,Midsize,Convertible,I6,Twincharged,AWD,automatic,429.0,384.0,91500.0,1,0,0,0
Mercedes-Benz,E-Class,2023,Midsize,Coupe,I6,Turbocharged,AWD,automatic,362.0,369.0,72250.0,1,0,0,0
Mercedes-Benz,E-Class,2023,Midsize,Coupe,I6,Turbocharged,RWD,automatic,362.0,369.0,69750.0,1,0,0,0
Mercedes-Benz,E-Class,2023,Midsize,Coupe,I6,Twincharged,AWD,automatic,429.0,384.0,84500.0,1,0,0,0
Mercedes-Benz,E-Class,2024,Large,Sedan,I4,Turbocharged,AWD,automatic,255.0,295.0,62300.0,1,0,0,0
Mercedes-Benz,E-Class,2024,Large,Sedan,I6,Turbocharged,AWD,automatic,375.0,369.0,68100.0,1,0,0,0
Mercedes-Benz,E-Class,2024,Large,Wagon,I6,Turbocharged,AWD,automatic,375.0,369.0,74700.0,1,0,0,0
Mercedes-Benz,EQB,2023,Midsize,SUV,I4,Electric Motor,AWD,automatic,225.0,288.0,56900.0,1,0,0,0
Mercedes-Benz,EQB,2023,Midsize,SUV,I4,Electric Motor,FWD,automatic,188.0,284.0,52750.0,1,0,0,0
Mercedes-Benz,EQB,2023,Midsize,SUV,V6,Electric Motor,AWD,automatic,288.0,384.0,60550.0,1,0,0,0
Mercedes-Benz,EQB,2024,Midsize,SUV,I4,Electric Motor,AWD,automatic,225.0,288.0,56900.0,1,0,0,0
Mercedes-Benz,EQB,2024,Midsize,SUV,I4,Electric Motor,FWD,automatic,188.0,284.0,52750.0,1,0,0,0
Mercedes-Benz,EQB,2024,Midsize,SUV,V6,Electric Motor,AWD,automatic,288.0,384.0,60550.0,1,0,0,0
Mercedes-Benz,EQE,2023,Large,Sedan,I6,Electric Motor,AWD,automatic,288.0,564.0,77900.0,1,0,0,0
Mercedes-Benz,EQE,2023,Large,Sedan,I6,Electric Motor,AWD,automatic,402.0,633.0,85900.0,1,0,0,0
Mercedes-Benz,EQE,2023,Large,Sedan,V6,Electric Motor,RWD,automatic,288.0,417.0,74900.0,1,0,0,0
Mercedes-Benz,EQE,2023,Large,Sedan,V8,Electric Motor,AWD,automatic,617.0,701.0,106900.0,0,1,0,0
Mercedes-Benz,EQE,2024,Large,Sedan,I6,Electric Motor,AWD,automatic,288.0,417.0,77900.0,1,0,0,0
Mercedes-Benz,EQE,2024,Large,Sedan,I6,Electric Motor,AWD,automatic,402.0,633.0,85900.0,1,0,0,0
Mercedes-Benz,EQE,2024,Large,Sedan,I6,Electric Motor,RWD,automatic,288.0,564.0,74900.0,1,0,0,0
Mercedes-Benz,EQE,2024,Large,Sedan,V8,Electric Motor,AWD,automatic,617.0,701.0,106900.0,0,1,0,0
Mercedes-Benz,EQE SUV,2023,Large,SUV,V6,Electric Motor,AWD,automatic,288.0,564.0,77900.0,1,0,0,0
Mercedes-Benz,EQE SUV,2023,Large,SUV,V6,Electric Motor,RWD,automatic,288.0,417.0,77900.0,1,0,0,0
Mercedes-Benz,EQE SUV,2023,Large,SUV,V8,Electric Motor,AWD,automatic,402.0,633.0,89500.0,1,0,0,0
Mercedes-Benz,EQE SUV,2024,Large,SUV,I6,Electric Motor,AWD,automatic,288.0,564.0,77900.0,1,0,0,0
Mercedes-Benz,EQE SUV,2024,Large,SUV,V6,Electric Motor,RWD,automatic,288.0,417.0,77900.0,1,0,0,0
Mercedes-Benz,EQE SUV,2024,Large,SUV,V8,Electric Motor,AWD,automatic,402.0,633.0,89500.0,1,0,0,0
Mercedes-Benz,EQE SUV,2024,Large,SUV,V8,Electric Motor,AWD,automatic,617.0,701.0,109300.0,0,1,0,0
Mercedes-Benz,EQS,2023,Large,Sedan,I6,Electric Motor,AWD,automatic,355.0,590.0,107400.0,0,1,0,0
Mercedes-Benz,EQS,2023,Large,Sedan,I6,Electric Motor,RWD,automatic,329.0,417.0,104400.0,0,1,0,0
Mercedes-Benz,EQS,2023,Large,Sedan,V8,Electric Motor,AWD,automatic,516.0,631.0,125950.0,0,1,0,0
Mercedes-Benz,EQS,2023,Large,Sedan,V8,Electric Motor,AWD,automatic,649.0,700.0,147550.0,0,1,0,0
Mercedes-Benz,EQS,2024,Large,Sedan,I6,Electric Motor,AWD,automatic,355.0,590.0,107400.0,0,1,0,0
Mercedes-Benz,EQS,2024,Large,Sedan,I6,Electric Motor,RWD,automatic,355.0,590.0,104400.0,0,1,0,0
Mercedes-Benz,EQS,2024,Large,Sedan,V8,Electric Motor,AWD,automatic,536.0,633.0,127350.0,0,1,0,0
Mercedes-Benz,EQS,2024,Large,Sedan,V8,Electric Motor,AWD,automatic,649.0,700.0,147550.0,0,1,0,0
Mercedes-Benz,EQS SUV,2023,Large,SUV,I6,Electric Motor,RWD,automatic,355.0,419.0,104400.0,0,1,0,0
Mercedes-Benz,EQS SUV,2023,Large,SUV,V8,Electric Motor,AWD,automatic,355.0,590.0,107400.0,0,1,0,0
Mercedes-Benz,EQS SUV,2023,Large,SUV,V8,Electric Motor,AWD,automatic,536.0,633.0,125950.0,0,1,0,0
Mercedes-Benz,EQS SUV,2024,Large,SUV,I6,Electric Motor,RWD,automatic,355.0,419.0,104400.0,0,1,0,0
Mercedes-Benz,EQS SUV,2024,Large,SUV,V8,Electric Motor,AWD,automatic,355.0,590.0,107400.0,0,1,0,0
Mercedes-Benz,EQS SUV,2024,Large,SUV,V8,Electric Motor,AWD,automatic,536.0,633.0,127350.0,0,1,0,0
Mercedes-Benz,G-Class,2023,Midsize,SUV,V8,Twin-Turbo,4WD,automatic,416.0,450.0,139900.0,0,1,0,0
Mercedes-Benz,G-Class,2023,Midsize,SUV,V8,Twin-Turbo,4WD,automatic,577.0,627.0,264000.0,0,0,1,0
Mercedes-Benz,G-Class,2024,Midsize,SUV,V8,Twin-Turbo,4WD,automatic,416.0,450.0,143000.0,0,1,0,0
Mercedes-Benz,G-Class,2024,Midsize,SUV,V8,Twin-Turbo,4WD,automatic,577.0,627.0,270000.0,0,0,1,0
Mercedes-Benz,GLA-Class,2023,Compact,SUV,I4,Turbocharged,AWD,automatic,221.0,258.0,39500.0,1,0,0,0
Mercedes-Benz,GLA-Class,2023,Compact,SUV,I4,Turbocharged,AWD,automatic,302.0,295.0,49500.0,1,0,0,0
Mercedes-Benz,GLA-Class,2023,Compact,SUV,I4,Turbocharged,AWD,automatic,382.0,354.0,56650.0,1,0,0,0
Mercedes-Benz,GLA-Class,2023,Compact,SUV,I4,Turbocharged,FWD,automatic,221.0,258.0,37500.0,1,0,0,0
Mercedes-Benz,GLA-Class,2024,Compact,SUV,I4,Turbocharged,AWD,automatic,221.0,258.0,43850.0,1,0,0,0
Mercedes-Benz,GLA-Class,2024,Compact,SUV,I4,Turbocharged,AWD,automatic,302.0,295.0,56450.0,1,0,0,0
Mercedes-Benz,GLA-Class,2024,Compact,SUV,I4,Turbocharged,FWD,automatic,221.0,258.0,41850.0,1,0,0,0
Mercedes-Benz,GLB-Class,2023,Midsize,SUV,I4,Turbocharged,AWD,automatic,221.0,258.0,41800.0,1,0,0,0
Mercedes-Benz,GLB-Class,2023,Midsize,SUV,I4,Turbocharged,AWD,automatic,302.0,295.0,51500.0,1,0,0,0
Mercedes-Benz,GLB-Class,2023,Midsize,SUV,I4,Turbocharged,FWD,automatic,221.0,258.0,39800.0,1,0,0,0
Mercedes-Benz,GLB-Class,2024,Midsize,SUV,I4,Turbocharged,AWD,automatic,221.0,258.0,46450.0,1,0,0,0
Mercedes-Benz,GLB-Class,2024,Midsize,SUV,I4,Turbocharged,AWD,automatic,302.0,295.0,59050.0,1,0,0,0
Mercedes-Benz,GLB-Class,2024,Midsize,SUV,I4,Turbocharged,FWD,automatic,221.0,258.0,44450.0,1,0,0,0
Mercedes-Benz,GLC-Class,2023,Midsize,SUV,I4,Turbocharged,AWD,automatic,255.0,295.0,49100.0,1,0,0,0
Mercedes-Benz,GLC-Class,2023,Midsize,SUV,I4,Turbocharged,RWD,automatic,255.0,295.0,47100.0,1,0,0,0
Mercedes-Benz,GLC-Class,2024,Midsize,SUV,I4,Turbocharged,AWD,automatic,255.0,295.0,49450.0,1,0,0,0
Mercedes-Benz,GLC-Class,2024,Midsize,SUV,I4,Turbocharged,AWD,automatic,416.0,369.0,64950.0,1,0,0,0
Mercedes-Benz,GLC-Class,2024,Midsize,SUV,I4,Turbocharged,RWD,automatic,255.0,295.0,47450.0,1,0,0,0
Mercedes-Benz,GLC-Class Coupe,2023,Midsize,SUV,I4,Turbocharged,AWD,automatic,255.0,273.0,54700.0,1,0,0,0
Mercedes-Benz,GLC-Class Coupe,2023,Midsize,SUV,V6,Twin-Turbo,AWD,automatic,385.0,384.0,68200.0,1,0,0,0
Mercedes-Benz,GLC-Class Coupe,2024,Midsize,SUV,I4,Turbocharged,AWD,automatic,255.0,295.0,57000.0,1,0,0,0
Mercedes-Benz,GLC-Class Coupe,2024,Midsize,SUV,I4,Turbocharged,AWD,automatic,416.0,369.0,70600.0,1,0,0,0
Mercedes-Benz,GLE-Class,2023,Large,SUV,I4,Turbocharged,AWD,automatic,255.0,273.0,60200.0,1,0,0,0
Mercedes-Benz,GLE-Class,2023,Large,SUV,I4,Turbocharged,RWD,automatic,255.0,273.0,57700.0,1,0,0,0
Mercedes-Benz,GLE-Class,2023,Large,SUV,I6,Turbocharged,AWD,automatic,362.0,369.0,66450.0,1,0,0,0
Mercedes-Benz,GLE-Class,2023,Large,SUV,I6,Twincharged,AWD,automatic,429.0,384.0,76950.0,1,0,0,0
Mercedes-Benz,GLE-Class,2023,Large,SUV,V8,Twin-Turbo,AWD,automatic,483.0,516.0,83850.0,1,0,0,0
Mercedes-Benz,GLE-Class,2023,Large,SUV,V8,Twin-Turbo,AWD,automatic,603.0,627.0,120000.0,0,1,0,0
Mercedes-Benz,GLE-Class,2024,Large,SUV,I4,Turbocharged,AWD,automatic,255.0,295.0,62650.0,1,0,0,0
Mercedes-Benz,GLE-Class,2024,Large,SUV,I4,Turbocharged,AWD,automatic,381.0,479.0,69500.0,1,0,0,0
Mercedes-Benz,GLE-Class,2024,Large,SUV,I6,Turbocharged,AWD,automatic,375.0,369.0,69500.0,1,0,0,0
Mercedes-Benz,GLE-Class,2024,Large,SUV,I6,Twincharged,AWD,automatic,429.0,384.0,86750.0,1,0,0,0
Mercedes-Benz,GLE-Class,2024,Large,SUV,V8,Twin-Turbo,AWD,automatic,510.0,538.0,86700.0,1,0,0,0
Mercedes-Benz,GLE-Class,2024,Large,SUV,V8,Twin-Turbo,AWD,automatic,603.0,627.0,127700.0,0,1,0,0
Mercedes-Benz,GLE-Class Coupe,2023,Large,SUV,I6,Twincharged,AWD,automatic,429.0,384.0,81200.0,1,0,0,0
Mercedes-Benz,GLE-Class Coupe,2023,Large,SUV,V8,Twin-Turbo,AWD,automatic,603.0,627.0,120700.0,0,1,0,0
Mercedes-Benz,GLE-Class Coupe,2024,Large,SUV,I6,Twincharged,AWD,automatic,429.0,384.0,89800.0,1,0,0,0
Mercedes-Benz,GLE-Class Coupe,2024,Large,SUV,V8,Twin-Turbo,AWD,automatic,603.0,627.0,129050.0,0,1,0,0
Mercedes-Benz,GLS-Class,2023,Large,SUV,I6,Turbocharged,AWD,automatic,362.0,369.0,81800.0,1,0,0,0
Mercedes-Benz,GLS-Class,2023,Large,SUV,V8,Twin-Turbo,AWD,automatic,483.0,516.0,105000.0,0,1,0,0
Mercedes-Benz,GLS-Class,2023,Large,SUV,V8,Twincharged,AWD,automatic,603.0,627.0,139000.0,0,1,0,0
Mercedes-Benz,GLS-Class,2024,Large,SUV,I6,Turbocharged,AWD,automatic,375.0,369.0,87000.0,1,0,0,0
Mercedes-Benz,GLS-Class,2024,Large,SUV,V8,Twin-Turbo,AWD,automatic,510.0,538.0,112000.0,0,1,0,0
Mercedes-Benz,GLS-Class,2024,Large,SUV,V8,Twincharged,AWD,automatic,603.0,627.0,145850.0,0,1,0,0
Mercedes-Benz,Maybach,2023,Large,Sedan,V12,Twin-Turbo,AWD,automatic,621.0,664.0,229000.0,0,0,1,0
Mercedes-Benz,Maybach,2023,Large,Sedan,V8,Twin-Turbo,AWD,automatic,496.0,516.0,193400.0,0,0,1,0
Mercedes-Benz,Maybach,2024,Large,Sedan,V12,Twin-Turbo,AWD,automatic,621.0,664.0,234300.0,0,0,1,0
Mercedes-Benz,Maybach,2024,Large,Sedan,V8,Twin-Turbo,AWD,automatic,496.0,516.0,198300.0,0,0,1,0
Mercedes-Benz,Maybach EQS SUV,2024,Large,SUV,V8,Electric Motor,AWD,automatic,649.0,700.0,179900.0,0,0,1,0
Mercedes-Benz,Maybach GLS,2023,Large,SUV,V8,Twin-Turbo,AWD,automatic,550.0,538.0,170000.0,0,1,0,0
Mercedes-Benz,Maybach GLS,2024,Large,SUV,V8,Twin-Turbo,AWD,automatic,550.0,538.0,174350.0,0,1,0,0
Mercedes-Benz,Metris,2023,Large,Cargo Minivan,I4,Turbocharged,RWD,automatic,208.0,258.0,39900.0,1,0,0,0
Mercedes-Benz,Metris,2023,Large,Passenger Minivan,I4,Turbocharged,RWD,automatic,208.0,258.0,43600.0,1,0,0,0
Mercedes-Benz,S-Class,2023,Large,Sedan,I6,Turbocharged,AWD,automatic,510.0,553.0,120500.0,0,1,0,0
Mercedes-Benz,S-Class,2023,Large,Sedan,I6,Twincharged,AWD,automatic,429.0,384.0,114500.0,0,1,0,0
Mercedes-Benz,S-Class,2023,Large,Sedan,V8,Twin-Turbo,AWD,automatic,496.0,516.0,124000.0,0,1,0,0
Mercedes-Benz,S-Class,2024,Large,Sedan,I6,Turbocharged,AWD,automatic,510.0,553.0,127750.0,0,1,0,0
Mercedes-Benz,S-Class,2024,Large,Sedan,I6,Twincharged,AWD,automatic,442.0,413.0,117300.0,0,1,0,0
Mercedes-Benz,S-Class,2024,Large,Sedan,V8,Twin-Turbo,AWD,automatic,496.0,516.0,128150.0,0,1,0,0
Mercedes-Benz,S-Class,2024,Large,Sedan,V8,Twin-Turbo,AWD,automatic,791.0,105.0,182250.0,0,0,1,0
Mercedes-Benz,SL-Class,2023,Midsize,Convertible,I4,Turbocharged,RWD,automatic,375.0,354.0,109900.0,0,1,0,0
Mercedes-Benz,SL-Class,2023,Midsize,Convertible,V8,Twin-Turbo,AWD,automatic,469.0,516.0,141300.0,0,1,0,0
Mercedes-Benz,SL-Class,2023,Midsize,Convertible,V8,Twin-Turbo,AWD,automatic,577.0,590.0,183000.0,0,0,1,0
Mercedes-Benz,SL-Class,2024,Midsize,Convertible,I4,Turbocharged,RWD,automatic,375.0,354.0,109900.0,0,1,0,0
Mercedes-Benz,SL-Class,2024,Midsize,Convertible,V8,Twin-Turbo,AWD,automatic,469.0,516.0,141300.0,0,1,0,0
Mercedes-Benz,SL-Class,2024,Midsize,Convertible,V8,Twin-Turbo,AWD,automatic,577.0,590.0,183000.0,0,0,1,0
Mercedes-Benz,Sprinter,2023,Compact,Passenger Van,I4,Turbocharged,AWD,automatic,211.0,332.0,61660.0,1,0,0,0
Mercedes-Benz,Sprinter,2023,Compact,Passenger Van,I4,Turbocharged,RWD,automatic,170.0,295.0,57060.0,1,0,0,0
Mercedes-Benz,Sprinter,2023,Compact,Passenger Van,I4,Turbocharged,RWD,automatic,188.0,258.0,49405.0,1,0,0,0
Mercedes-Benz,Sprinter,2023,Compact,Passenger Van,I4,Turbocharged,RWD,automatic,211.0,332.0,59710.0,1,0,0,0
Mercedes-Benz,Sprinter,2023,Large,Cargo Van,I4,Turbocharged,AWD,automatic,211.0,332.0,64590.0,1,0,0,0
Mercedes-Benz,Sprinter,2023,Large,Cargo Van,I4,Turbocharged,RWD,automatic,170.0,295.0,57165.0,1,0,0,0
Mercedes-Benz,Sprinter,2023,Large,Cargo Van,I4,Turbocharged,RWD,automatic,188.0,258.0,44500.0,1,0,0,0
Mercedes-Benz,Sprinter,2023,Large,Cargo Van,I4,Turbocharged,RWD,automatic,211.0,332.0,59815.0,1,0,0,0
Mercedes-Benz,Sprinter,2023,Large,Passenger Van,I4,Turbocharged,AWD,automatic,211.0,332.0,67900.0,1,0,0,0
